gisjoin,fips,adi_natrank,adi_staternk
G37018300534161,371830534161,18,1
G37018300534162,371830534162,14,1
G37018300534163,371830534163,26,2
G37018300534171,371830534171,44,3
G37018300534181,371830534181,25,2
G37018300534182,371830534182,56,5
G37018300534183,371830534183,21,1
G37018300534191,371830534191,10,1
G37018300534192,371830534192,15,1
G37018300534201,371830534201,26,2
G37018300534202,371830534202,34,2
G37018300534211,371830534211,16,1
G37018300534221,371830534221,13,1
G37018300534222,371830534222,16,1
G37018300534231,371830534231,24,2
G37018300534232,371830534232,26,2
G37018300534241,371830534241,13,1
G37018300534242,371830534242,13,1
G37018300534251,371830534251,9,1
G37018300534252,371830534252,13,1
G37018300535051,371830535051,21,1
G37018300535052,371830535052,24,2
G37018300535053,371830535053,31,2
G37018300535061,371830535061,50,4
G37018300535062,371830535062,15,1
G37018300535063,371830535063,28,2
G37018300535064,371830535064,19,1
G37018300535071,371830535071,51,4
G37018300535072,371830535072,59,5
G37018300535073,371830535073,33,2
G37018300535091,371830535091,16,1
G37018300535092,371830535092,5,1
G37018300535093,371830535093,17,1
G37018300535121,371830535121,19,1
G37018300535122,371830535122,12,1
G37018300535123,371830535123,83,9
G37018300535131,371830535131,42,3
G37018300535132,371830535132,42,3
G37018300535161,371830535161,43,3
G37018300535162,371830535162,22,1
G37018300535171,371830535171,90,10
G37018300535172,371830535172,96,10
G37018300535173,371830535173,29,2
G37018300535174,371830535174,48,4
G37018300535181,371830535181,29,2
G37018300535182,371830535182,30,2
G37018300535183,371830535183,35,2
G37018300535191,371830535191,41,3
G37018300535192,371830535192,56,5
G37018300535193,371830535193,70,7
G37018300535201,371830535201,33,2
G37018300535202,371830535202,45,3
G37018300535203,371830535203,52,4
G37018300535211,371830535211,16,1
G37018300535212,371830535212,21,1
G37018300535221,371830535221,14,1
G37018300535222,371830535222,7,1
G37018300535231,371830535231,6,1
G37018300535232,371830535232,11,1
G37018300535241,371830535241,59,5
G37018300535242,371830535242,32,2
G37018300535251,371830535251,25,2
G37018300535252,371830535252,22,1
G37018300536011,371830536011,16,1
G37018300536012,371830536012,10,1
G37018300536013,371830536013,38,3
G37018300536021,371830536021,17,1
G37018300536031,371830536031,11,1
G37018300536041,371830536041,6,1
G37018300536042,371830536042,8,1
G37018300536051,371830536051,7,1
G37018300536061,371830536061,41,3
G37018300536062,371830536062,3,1
G37018300536071,371830536071,18,1
G37018300536081,371830536081,16,1
G37018300536091,371830536091,22,1
G37018300536101,371830536101,21,1
G37018300536102,371830536102,24,2
G37018300537071,371830537071,18,1
G37018300537072,371830537072,47,4
G37018300537073,371830537073,61,6
G37018300537091,371830537091,35,2
G37018300537092,371830537092,43,3
G37018300537093,371830537093,28,2
G37018300537111,371830537111,10,1
G37018300537112,371830537112,10,1
G37018300537113,371830537113,28,2
G37018300537121,371830537121,19,1
G37018300537122,371830537122,16,1
G37018300537131,371830537131,94,10
G37018300537132,371830537132,93,10
G37018300537141,371830537141,27,2
G37018300537142,371830537142,14,1
G37018300537143,371830537143,28,2
G37018300537151,371830537151,29,2
G37018300537152,371830537152,14,1
G37018300537161,371830537161,47,4
G37018300537162,371830537162,26,2
G37018300537163,371830537163,50,4
G37018300537171,371830537171,29,2
G37018300537181,371830537181,18,1
G37018300537191,371830537191,21,1
G37018300537192,371830537192,16,1
G37018300537201,371830537201,10,1
G37018300537202,371830537202,7,1
G37018300537203,371830537203,6,1
G37018300537211,371830537211,8,1
G37018300537212,371830537212,7,1
G37018300537221,371830537221,24,2
G37018300537222,371830537222,22,1
G37018300537223,371830537223,12,1
G37018300537224,371830537224,19,1
G37018300537231,371830537231,21,1
G37018300537232,371830537232,40,3
G37018300537241,371830537241,24,2
G37018300537251,371830537251,31,2
G37018300537252,371830537252,14,1
G37018300537261,371830537261,45,3
G37018300537262,371830537262,58,5
G37018300538031,371830538031,6,1
G37018300538032,371830538032,4,1
G37018300538041,371830538041,7,1
G37018300538051,371830538051,3,1
G37018300538052,371830538052,11,1
G37018300538061,371830538061,13,1
G37018300538062,371830538062,8,1
G37018300538071,371830538071,10,1
G37018300538072,371830538072,7,1
G37018300538081,371830538081,4,1
G37018300538082,371830538082,3,1
G37018300538083,371830538083,8,1
G37018300538084,371830538084,5,1
G37018300539001,371830539001,31,2
G37018300539002,371830539002,10,1
G37018300539003,371830539003,17,1
G37018300539004,371830539004,4,1
G37018300540011,371830540011,32,2
G37018300540012,371830540012,39,3
G37018300540013,371830540013,70,7
G37018300540041,371830540041,45,3
G37018300540042,371830540042,55,5
G37018300540043,371830540043,58,5
G37018300540044,371830540044,63,6
G37018300540061,371830540061,42,3
G37018300540062,371830540062,24,2
G37018300540071,371830540071,51,4
G37018300540072,371830540072,27,2
G37018300540081,371830540081,37,3
G37018300540082,371830540082,75,7
G37018300540083,371830540083,97,10
G37018300540084,371830540084,98,10
G37018300540111,371830540111,14,1
G37018300540112,371830540112,19,1
G37018300540121,371830540121,8,1
G37018300540122,371830540122,17,1
G37018300540123,371830540123,20,1
G37018300540131,371830540131,17,1
G37018300540132,371830540132,11,1
G37018300540133,371830540133,60,5
G37018300540134,371830540134,24,2
G37018300540141,371830540141,47,4
G37018300540142,371830540142,73,7
G37018300540143,371830540143,57,5
G37018300540151,371830540151,37,3
G37018300540161,371830540161,33,2
G37018300540162,371830540162,29,2
G37018300540163,371830540163,24,2
G37018300540171,371830540171,42,3
G37018300540181,371830540181,97,10
G37018300540182,371830540182,65,6
G37018300541041,371830541041,39,3
G37018300541042,371830541042,49,4
G37018300541043,371830541043,36,2
G37018300541044,371830541044,48,4
G37018300541051,371830541051,44,3
G37018300541052,371830541052,38,3
G37018300541053,371830541053,56,5
G37018300541054,371830541054,47,4
G37018300541055,371830541055,35,2
G37018300541061,371830541061,56,5
G37018300541062,371830541062,57,5
G37018300541063,371830541063,40,3
G37018300541081,371830541081,60,5
G37018300541082,371830541082,56,5
G37018300541083,371830541083,66,6
G37018300541091,371830541091,19,1
G37018300541092,371830541092,42,3
G37018300541101,371830541101,30,2
G37018300541102,371830541102,23,2
G37018300541103,371830541103,37,3
G37018300541111,371830541111,51,4
G37018300541121,371830541121,50,4
G37018300541131,371830541131,48,4
G37018300541132,371830541132,37,3
G37018300541141,371830541141,30,2
G37018300541142,371830541142,42,3
G37018300541151,371830541151,18,1
G37018300541152,371830541152,60,5
G37018300541153,371830541153,36,2
G37018300541154,371830541154,51,4
G37018300542031,371830542031,11,1
G37018300542041,371830542041,37,3
G37018300542042,371830542042,53,4
G37018300542051,371830542051,48,4
G37018300542052,371830542052,64,6
G37018300542061,371830542061,38,3
G37018300542062,371830542062,39,3
G37018300542071,371830542071,12,1
G37018300542081,371830542081,28,2
G37018300542091,371830542091,32,2
G37018300542092,371830542092,10,1
G37018300542101,371830542101,33,2
G37018300542102,371830542102,35,2
G37018300542103,371830542103,17,1
G37018300542111,371830542111,21,1
G37018300542112,371830542112,20,1
G37018300543011,371830543011,63,6
G37018300543012,371830543012,49,4
G37018300543013,371830543013,28,2
G37018300543014,371830543014,80,8
G37018300543021,371830543021,55,5
G37018300543022,371830543022,75,7
G37018300543023,371830543023,50,4
G37018300543024,371830543024,83,9
G37018300543025,371830543025,66,6
G37018300544021,371830544021,37,3
G37018300544022,371830544022,69,7
G37018300544023,371830544023,33,2
G37018300544031,371830544031,67,6
G37018300544032,371830544032,48,4
G37018300544033,371830544033,44,3
G37018300544041,371830544041,53,4
G37018300544042,371830544042,53,4
G37018300544043,371830544043,65,6
G37018300545001,371830545001,69,7
G37018300545002,371830545002,76,8
G37018300545003,371830545003,44,3
G37018300545004,371830545004,60,5
G37018509501011,371859501011,51,4
G37018509501012,371859501012,24,2
G37018509501021,371859501021,51,4
G37018509501031,371859501031,65,6
G37018509501032,371859501032,91,10
G37018509502001,371859502001,67,6
G37018509502002,371859502002,71,7
G37018509502003,371859502003,84,9
G37018509502004,371859502004,98,10
G37018509503001,371859503001,87,9
G37018509503002,371859503002,76,8
G37018509503003,371859503003,84,9
G37018509504001,371859504001,87,9
G37018509504002,371859504002,87,9
G37018709501001,371879501001,98,10
G37018709501002,371879501002,75,7
G37018709501003,371879501003,71,7
G37018709501004,371879501004,75,7
G37018709501005,371879501005,81,8
G37018709501006,371879501006,64,6
G37018709502001,371879502001,90,10
G37018709502002,371879502002,56,5
G37018709502003,371879502003,90,10
G37018709502004,371879502004,98,10
G37018709502005,371879502005,99,10
G37018709502006,371879502006,59,5
G37018709503001,371879503001,77,8
G37018709503002,371879503002,74,7
G37018909201001,371899201001,50,4
G37018909201002,371899201002,46,3
G37018909201003,371899201003,42,3
G37018909202001,371899202001,51,4
G37018909202002,371899202002,54,4
G37018909202003,371899202003,52,4
G37018909203001,371899203001,39,3
G37018909203002,371899203002,52,4
G37018909204001,371899204001,44,3
G37018909204002,371899204002,56,5
G37018909204003,371899204003,52,4
G37018909204004,371899204004,27,2
G37018909206011,371899206011,48,4
G37018909206012,371899206012,44,3
G37018909206013,371899206013,99,10
G37018909206021,371899206021,45,3
G37018909207011,371899207011,35,2
G37018909207021,371899207021,56,5
G37018909207022,371899207022,23,2
G37018909207031,371899207031,42,3
G37018909207032,371899207032,27,2
G37018909207033,371899207033,35,2
G37018909208001,371899208001,19,1
G37018909208002,371899208002,28,2
G37018909209001,371899209001,61,6
G37018909209002,371899209002,35,2
G37018909209003,371899209003,25,2
G37018909209004,371899209004,49,4
G37018909210001,371899210001,31,2
G37019100001011,371910001011,57,5
G37019100001012,371910001012,76,8
G37019100001013,371910001013,57,5
G37019100001014,371910001014,60,5
G37019100001021,371910001021,40,3
G37019100001022,371910001022,31,2
G37019100002001,371910002001,72,7
G37019100002002,371910002002,78,8
G37019100002003,371910002003,78,8
G37019100003021,371910003021,60,5
G37019100003022,371910003022,64,6
G37019100003023,371910003023,54,4
G37019100003031,371910003031,49,4
G37019100003032,371910003032,71,7
G37019100003041,371910003041,72,7
G37019100003042,371910003042,62,6
G37019100003043,371910003043,52,4
G37019100004011,371910004011,55,5
G37019100004012,371910004012,37,3
G37019100004013,371910004013,66,6
G37019100004021,371910004021,88,9
G37019100004022,371910004022,81,8
G37019100004023,371910004023,84,9
G37019100005002,371910005002,89,9
G37019100006011,371910006011,95,10
G37019100006012,371910006012,82,9
G37019100006013,371910006013,77,8
G37019100006021,371910006021,84,9
G37019100006022,371910006022,82,9
G37019100006023,371910006023,67,6
G37019100006024,371910006024,54,4
G37019100006025,371910006025,78,8
G37019100007001,371910007001,99,10
G37019100007002,371910007002,84,9
G37019100007003,371910007003,77,8
G37019100008001,371910008001,86,9
G37019100009011,371910009011,88,9
G37019100009012,371910009012,63,6
G37019100009013,371910009013,73,7
G37019100009021,371910009021,87,9
G37019100009022,371910009022,89,9
G37019100009023,371910009023,82,9
G37019100010001,371910010001,69,7
G37019100010002,371910010002,67,6
G37019100010003,371910010003,73,7
G37019100011012,371910011012,61,6
G37019100011013,371910011013,62,6
G37019100011014,371910011014,56,5
G37019100011022,371910011022,29,2
G37019100011023,371910011023,34,2
G37019100012001,371910012001,53,4
G37019100012002,371910012002,72,7
G37019100013011,371910013011,47,4
G37019100013012,371910013012,86,9
G37019100013013,371910013013,65,6
G37019100013021,371910013021,73,7
G37019100013022,371910013022,38,3
G37019100014001,371910014001,46,3
G37019100014002,371910014002,85,9
G37019100014003,371910014003,72,7
G37019100014004,371910014004,99,10
G37019100014005,371910014005,89,9
G37019100015001,371910015001,95,10
G37019100015002,371910015002,80,8
G37019100018001,371910018001,97,10
G37019100018002,371910018002,95,10
G37019100019001,371910019001,77,8
G37019100019002,371910019002,97,10
G37019100019003,371910019003,85,9
G37019100020001,371910020001,90,10
G37019100020002,371910020002,84,9
G37019309601001,371939601001,64,6
G37019309601002,371939601002,80,8
G37019309601003,371939601003,85,9
G37019309601004,371939601004,80,8
G37019309601005,371939601005,71,7
G37019309601006,371939601006,90,10
G37019309602001,371939602001,77,8
G37019309602002,371939602002,81,8
G37019309602003,371939602003,81,8
G37019309603001,371939603001,83,9
G37019309603002,371939603002,67,6
G37019309603003,371939603003,79,8
G37019309603004,371939603004,84,9
G37019309604001,371939604001,66,6
G37019309604002,371939604002,88,9
G37019309604003,371939604003,63,6
G37019309604004,371939604004,80,8
G37019309604005,371939604005,78,8
G37019309604006,371939604006,91,10
G37019309605001,371939605001,76,8
G37019309605002,371939605002,80,8
G37019309605003,371939605003,81,8
G37019309606001,371939606001,83,9
G37019309606002,371939606002,63,6
G37019309606003,371939606003,89,9
G37019309607001,371939607001,90,10
G37019309607002,371939607002,88,9
G37019309607003,371939607003,97,10
G37019309608011,371939608011,71,7
G37019309608012,371939608012,85,9
G37019309608013,371939608013,83,9
G37019309608021,371939608021,72,7
G37019309608022,371939608022,62,6
G37019309608023,371939608023,78,8
G37019309608024,371939608024,61,6
G37019309609001,371939609001,56,5
G37019309609002,371939609002,62,6
G37019309609003,371939609003,91,10
G37019309609004,371939609004,70,7
G37019309610011,371939610011,71,7
G37019309610012,371939610012,54,4
G37019309610013,371939610013,70,7
G37019309610021,371939610021,42,3
G37019309610022,371939610022,45,3
G37019309610023,371939610023,17,1
G37019309611001,371939611001,73,7
G37019309611002,371939611002,83,9
G37019309611003,371939611003,72,7
G37019309612001,371939612001,70,7
G37019309612002,371939612002,79,8
G37019309612003,371939612003,90,10
G37019309612004,371939612004,47,4
G37019309612005,371939612005,71,7
G37019500001002,371950001002,92,10
G37019500001003,371950001003,69,7
G37019500001004,371950001004,88,9
G37019500002001,371950002001,93,10
G37019500003001,371950003001,91,10
G37019500003002,371950003002,90,10
G37019500004001,371950004001,84,9
G37019500004002,371950004002,58,5
G37019500004003,371950004003,93,10
G37019500004004,371950004004,70,7
G37019500005011,371950005011,37,3
G37019500005012,371950005012,33,2
G37019500005021,371950005021,43,3
G37019500005022,371950005022,58,5
G37019500005023,371950005023,45,3
G37019500006001,371950006001,66,6
G37019500006002,371950006002,81,8
G37019500006003,371950006003,82,9
G37019500006004,371950006004,100,10
G37019500006005,371950006005,46,3
G37019500007001,371950007001,90,10
G37019500007002,371950007002,88,9
G37019500007003,371950007003,98,10
G37019500007004,371950007004,98,10
G37019500008011,371950008011,93,10
G37019500008012,371950008012,97,10
G37019500008013,371950008013,93,10
G37019500008021,371950008021,97,10
G37019500008022,371950008022,67,6
